city,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03
广州市,29119.0,32920.0,32865.0,29105.0,31674.0,26596.0,28113.0,27709.0,24643.0,27115.0,23570.0,27379.0,29401.0,28695.0,27205.0,30785.0,29167.0,27049.0,27814.0,26888.0,26713.0,28022.0,27005.0,28962.0,29088.0,28829.0,32622.0,26967.0,25362.0,31319.0,39977.0,37997.0,37087.0,37503.0,38369.0,43223.0,39958.0,38250.0,38867.0,45548.0,47814.0,47691.0,47159.0,42721.0,42383.0,43600.0,45467.0,45957.0,46116.0,43128.0,43642.0
徐州市,11613.0,10182.0,10204.0,10299.0,11100.0,12207.0,11910.0,13633.0,13781.0,10095.0,12353.0,11016.0,10088.0,10194.0,9872.0,10369.0,10625.0,9472.0,9442.0,9172.0,9289.0,13193.0,12150.0,11925.0,12371.0,11902.0,12363.0,12817.0,17113.0,14059.0,13636.0,13755.0,13029.0,12512.0,13634.0,13205.0,12257.0,12285.0,12964.0,13839.0,15119.0,14845.0,14653.0,14553.0,13146.0,14095.0,15223.0,15004.0,15786.0,16480.0,15896.0
惠州市,7960.0,,9587.0,10288.0,12666.0,9702.0,10903.0,11811.0,16028.0,11346.0,15546.0,17746.0,15950.0,14189.0,14326.0,17517.0,15755.0,12755.0,15401.0,13809.0,15060.0,17659.0,16723.0,18931.0,14793.0,16498.0,17041.0,17396.0,18123.0,19223.0,19751.0,19591.0,20366.0,19788.0,20586.0,20332.0,19346.0,19660.0,21779.0,23398.0,22443.0,23282.0,23653.0,24588.0,23731.0,22729.0,21161.0,20981.0,22123.0,22946.0,24236.0
成都市,31013.0,30306.0,30767.0,26585.0,27058.0,25015.0,25798.0,24231.0,22193.0,23309.0,23976.0,22795.0,24032.0,23239.0,24523.0,23189.0,23163.0,24178.0,25797.0,24594.0,25151.0,24125.0,26545.0,25502.0,26172.0,27496.0,26860.0,26733.0,26379.0,27525.0,27361.0,29535.0,29408.0,29337.0,29030.0,27954.0,29102.0,29868.0,31119.0,32096.0,31385.0,30819.0,30133.0,29600.0,30137.0,29206.0,29384.0,29291.0,28613.0,29876.0,30178.0
扬州市,10622.0,11094.0,10709.0,10471.0,10054.0,12244.0,12195.0,11821.0,10787.0,10859.0,10962.0,12292.0,12679.0,11950.0,12350.0,12337.0,10297.0,11252.0,10382.0,12049.0,10901.0,11887.0,13155.0,12361.0,11661.0,10805.0,11713.0,11330.0,10954.0,13129.0,15855.0,14866.0,13470.0,14901.0,13915.0,14330.0,13914.0,13964.0,14516.0,16827.0,16526.0,14013.0,14972.0,15107.0,17053.0,18261.0,18309.0,16636.0,18637.0,17766.0,18329.0
无锡市,14281.0,13357.0,14770.0,14725.0,14877.0,13687.0,14942.0,15744.0,14950.0,14350.0,17410.0,15586.0,15573.0,14075.0,16141.0,15003.0,16038.0,15597.0,16207.0,16019.0,16198.0,16260.0,15882.0,15605.0,15815.0,16222.0,15084.0,15210.0,15343.0,15962.0,16471.0,17029.0,17462.0,18077.0,18443.0,17473.0,17801.0,17772.0,17741.0,18397.0,18156.0,18988.0,19480.0,18973.0,19815.0,20121.0,21034.0,20331.0,20193.0,22314.0,21579.0
日照市,10944.0,12865.0,9550.0,10851.0,9362.0,11346.0,11215.0,13196.0,11124.0,9929.0,11258.0,11156.0,10040.0,10093.0,11130.0,10678.0,9380.0,8537.0,10032.0,9337.0,9278.0,10282.0,9599.0,10729.0,10231.0,9659.0,9506.0,9782.0,10381.0,10251.0,10740.0,10980.0,11274.0,9528.0,10340.0,10646.0,10196.0,9979.0,10519.0,10732.0,11718.0,11075.0,11854.0,12235.0,11326.0,12524.0,12254.0,12225.0,12774.0,12621.0,13449.0
昆明市,21067.0,16064.0,18111.0,17474.0,17179.0,18250.0,17796.0,14428.0,14798.0,13960.0,15984.0,18236.0,16337.0,14636.0,16223.0,16408.0,15223.0,14621.0,15037.0,14221.0,14184.0,14244.0,14225.0,13190.0,12865.0,13863.0,15413.0,15322.0,16795.0,16023.0,16755.0,16883.0,16991.0,17595.0,17886.0,17582.0,17309.0,17324.0,17502.0,17873.0,18648.0,19001.0,20172.0,22526.0,21800.0,21956.0,22096.0,22302.0,22215.0,23721.0,22562.0
杭州市,22214.0,23845.0,24806.0,25285.0,23768.0,22938.0,25590.0,23695.0,24844.0,22786.0,24877.0,21606.0,25837.0,23652.0,22239.0,21473.0,21527.0,21228.0,21515.0,21087.0,21345.0,23811.0,25220.0,25461.0,26411.0,25405.0,28266.0,26585.0,25986.0,26225.0,25769.0,26100.0,27559.0,29327.0,29419.0,28256.0,29654.0,28775.0,28580.0,30315.0,33490.0,33403.0,34690.0,34796.0,35173.0,34970.0,36947.0,36413.0,36821.0,36112.0,37059.0
桂林市,17453.0,13403.0,15596.0,14083.0,16037.0,14659.0,13675.0,12650.0,11975.0,10738.0,15576.0,15999.0,14669.0,15267.0,12563.0,12240.0,13466.0,11700.0,12028.0,15826.0,13113.0,12276.0,11415.0,12407.0,11894.0,11588.0,12597.0,13525.0,14083.0,11480.0,13176.0,,11252.0,9933.0,12739.0,11190.0,9763.0,9736.0,10945.0,11588.0,11688.0,10981.0,11432.0,10798.0,11946.0,10687.0,12091.0,12534.0,12697.0,12891.0,13374.0
武汉市,18161.0,16366.0,20800.0,18982.0,17323.0,17490.0,15451.0,15913.0,15326.0,14969.0,21341.0,23401.0,23092.0,20231.0,19498.0,20858.0,19414.0,21954.0,21991.0,22516.0,21529.0,21408.0,23382.0,25648.0,27297.0,24480.0,26299.0,25828.0,25364.0,27002.0,27512.0,26876.0,25560.0,27052.0,29687.0,29211.0,29199.0,28641.0,28779.0,30725.0,32131.0,31309.0,30555.0,32491.0,31109.0,31796.0,31815.0,30548.0,30276.0,31594.0,32513.0
汕头市,18422.0,18379.0,16416.0,19425.0,15045.0,16435.0,13556.0,14035.0,11547.0,12542.0,15874.0,14984.0,14550.0,13635.0,13895.0,13213.0,12950.0,12243.0,11504.0,11824.0,11406.0,13604.0,10925.0,12123.0,13640.0,11268.0,12034.0,15537.0,12437.0,15714.0,14703.0,15282.0,12274.0,13955.0,14266.0,12008.0,14369.0,13543.0,13938.0,14490.0,15491.0,14725.0,16220.0,13962.0,13950.0,14085.0,15096.0,18590.0,17485.0,17025.0,17647.0
江门市,14784.0,10792.0,15908.0,13806.0,12903.0,8884.0,11379.0,8835.0,7145.0,9210.0,14654.0,13606.0,6853.0,8850.0,11074.0,10793.0,11388.0,9157.0,8544.0,8641.0,8926.0,9520.0,9206.0,10755.0,10249.0,10262.0,11235.0,11368.0,10781.0,12157.0,11752.0,,11034.0,11532.0,12268.0,11881.0,11530.0,12506.0,12255.0,14109.0,13925.0,12023.0,11276.0,12521.0,13988.0,12778.0,13104.0,12583.0,13067.0,13878.0,13612.0
沈阳市,12042.0,11194.0,11247.0,10304.0,9489.0,9853.0,10534.0,11709.0,10908.0,9688.0,13093.0,13251.0,10990.0,11126.0,12345.0,11132.0,10715.0,10541.0,10336.0,12410.0,10838.0,10098.0,10752.0,12482.0,10151.0,9821.0,9869.0,10460.0,10613.0,12412.0,12626.0,13118.0,12616.0,12174.0,12959.0,12221.0,12897.0,12947.0,13925.0,14522.0,15253.0,15152.0,13339.0,15356.0,15310.0,15438.0,15706.0,16608.0,16237.0,16618.0,16438.0
泉州市,20621.0,18218.0,15831.0,19231.0,17520.0,11237.0,16043.0,15943.0,17735.0,11491.0,17312.0,20046.0,14040.0,15785.0,20111.0,20032.0,18578.0,18732.0,15228.0,18047.0,16268.0,16872.0,15110.0,13673.0,14976.0,12983.0,15870.0,19214.0,16938.0,18222.0,18176.0,18389.0,19744.0,17553.0,19778.0,17994.0,17594.0,14476.0,15817.0,18366.0,18198.0,19130.0,18500.0,17870.0,18502.0,17778.0,17188.0,18371.0,19957.0,22368.0,19221.0
